video_id,group,source_video_path,source_fps,source_resolution,duration_s,reference_segments,prediction_segments,reference_segment_count,pred_segment_count,raw_candidate_count,precision,recall,f1,temporal_iou,prediction_coverage_ratio,over_prediction_duration_s,missed_reference_duration_s,boundary_start_issue,boundary_end_issue,chunk_merge_issue,reference_ambiguity,primary_error,secondary_error,model_reason_summary,visual_evidence_summary,suspected_root_cause,recommended_experiment,confidence,notes
qvh_000008_9x16,complex_multi_segment,/root/autodl-tmp/datasets/qvhighlights/baseline_20/9vyrO1Y_T1M_210.0_360.0.mp4,23.976023976023978,534x300,21.563229896563232,"[0.959, 1.585]; [9.927, 10.260]; [16.475, 20.562]","[0.000, 3.000]; [10.000, 13.000]; [13.000, 17.000]; [17.000, 21.563]",3,4,4,0.3415018654581244,0.9854525639649606,0.5072274999840639,0.3397888827524951,0.6753626460348161,9.589708333333334,0.07341666666666669,多段无法可靠一对一配对,9.93 s reference 起点前约 0.07 s 未覆盖,NO；4 raw → 4 final,YES,E10,E8; E11,模型以 0.80–0.92 分选出潜水员、水面鱼群、珊瑚/沉船与水下游动，理由具体且与画面一致。,未标注的珊瑚、沉船、鱼群和水下游动同样具有明确观赏价值；仅约 0.07 s reference 因 10.0 s 候选起点造成边界漏失。,PRIMARY=R,先做人审 reference 复核；边界实验不应把这些合理水下片段全部当负例。,HIGH,Recall=0.985；漏失几乎可忽略。
qvh_000134_9x16,complex_multi_segment,/root/autodl-tmp/datasets/qvhighlights/baseline_20/nHvGP413OUU_60.0_210.0.mp4,24,534x300,15.75,"[3.875, 5.292]; [9.875, 10.292]; [11.708, 12.125]; [13.875, 15.042]","[0.000, 15.750]",4,1,1,0.21693121693121684,1,0.35652173913043467,0.21693121693121684,1,12.333333333333336,0,NOT_RELIABLY_MATCHED,NOT_RELIABLY_MATCHED,NO；1 raw → 1 final,YES,E10,E5; E11,模型以 0.72 分将整段云层、光影和清晰度变化视为一个视觉候选。,全片均为连续航拍云层/光影，weak-reference 仅间歇标出四段，未标与已标画面之间缺乏稳定可见的语义分界。,PRIMARY=R,对抽象风景类建立多人标注与一致性规则；在此之前不应用阈值裁掉整段。,HIGH,最低分 0.72 但语义上仍可能合理，亦说明 score 不等于真假。
qvh_000089_9x16,complex_multi_segment,/root/autodl-tmp/datasets/qvhighlights/baseline_20/qt_z-TPv8zQ_660.0_810.0.mp4,29.97,534x300,16.516516516516518,"[3.270, 4.471]; [6.840, 9.476]; [12.646, 14.248]; [15.749, 16.016]","[2.000, 4.000]; [4.000, 10.000]; [10.000, 13.000]",4,3,3,0.3810173810173811,0.7345614035087717,0.5017676313739589,0.3349064149736042,0.6659999999999999,6.808808808808808,1.5145145145145165,部分可配对；整体 NOT_RELIABLY_MATCHED,第三段约少 1.25 s，第四段约 0.27 s 整段漏失,NO；3 raw → 3 final,NO,E7,E8,模型识别咖啡胶囊、核心操作与合盖设置，但在 13 s 截止，没有输出后续操作。,reference 的 12.65–14.25 s 后半与 15.75–16.02 s 仍有手部调整/收尾动作；prediction 未覆盖，共漏约 1.51 s。,PRIMARY=M,Boundary Refinement 加短动作结束点复核；评估采样粒度对尾部微动作的影响。,HIGH,Recall=0.735，为 Recall 最低。
qvh_000829_9x16,complex_multi_segment,/root/autodl-tmp/datasets/qvhighlights/baseline_20/-d3Oru5Mj_A_360.0_510.0.mp4,23.976023976023978,534x300,32.11544878211545,"[0.000, 5.589]; [9.426, 10.177]; [11.803, 14.389]; [15.641, 21.563]; [29.404, 30.572]","[0.000, 11.500]; [11.500, 15.500]; [15.500, 23.000]; [23.000, 28.500]; [28.500, 32.115]",5,5,6,0.4987077689553169,1,0.6655170264486506,0.498707768955317,0.999986025974026,16.099,0,NOT_RELIABLY_MATCHED,NOT_RELIABLY_MATCHED,1 次 overlap 候选合并；6 raw → 5 final；union 未变化,POSSIBLE,E5,E6; E11; E10,模型把三件衣物展示、穿着效果、一般肢体动作、再次拿衣物均以 0.72–0.95 分输出，最终 union 覆盖全片。,reference 选择若干展示动作，未标间隙包含持续整理、说话和姿势调整；23–28.5 s 主要是一般肢体/穿着调整，区分度较低。,PRIMARY=P；组合=P+M+R,Prompt v1 要求具体完成态/转折，不以一般肢体变化成段；另做商品展示类标注复核。,MEDIUM,overlap merge 只消除重复 23–28.5/25–28.5。
qvh_000358_9x16,complex_multi_segment,/root/autodl-tmp/datasets/qvhighlights/baseline_20/aXgE_cVxJi0_60.0_210.0.mp4,23.976023976023978,534x300,24.98331664998332,"[0.000, 2.586]; [4.504, 6.173]; [7.841, 9.593]; [12.429, 14.598]; [17.476, 24.566]","[0.000, 4.000]; [4.000, 17.000]; [17.000, 24.983]",5,3,3,0.61102549733819,1,0.7585547197704249,0.61102549733819,0.9999873255425709,9.71775,0,多 reference 对 3 个场景级 prediction，NOT_RELIABLY_MATCHED,多 reference 对 3 个场景级 prediction，NOT_RELIABLY_MATCHED,NO；3 raw → 3 final,POSSIBLE,E8,E5; E11,模型按佛罗伦萨、埃菲尔铁塔和室内三大场景输出整段，理由依赖地标、笑容、表情与信息量。,核心地标/人物段基本命中，但 prediction 将每个场景整体保留，连同过渡和普通讲话；reference 在场景内部更稀疏。,PRIMARY=M；组合=M+P+R,Boundary Refinement 或 Prompt 边界约束，使候选围绕场景内峰值而非整场景。,MEDIUM,Precision=0.611，是中等偏好的对照。
qvh_000553_9x16,boundary_or_difficult,/root/autodl-tmp/datasets/qvhighlights/baseline_20/mh9Gm5UOMpI_60.0_210.0.mp4,29.97002997002997,534x300,14.68134801468135,"[0.000, 0.000]; [1.902, 14.014]","[0.000, 2.000]; [2.000, 4.000]; [4.000, 7.000]; [7.000, 9.000]; [9.000, 13.000]",2,5,5,0.8537,0.9162820650423955,0.8838846611792721,0.7919294990723562,0.8854772727272726,1.9018999999999995,1.0140000000000011,相对有效 reference 起点提前 1.90 s,比有效 reference 终点提前 1.01 s,NO；5 raw → 5 final,POSSIBLE,E8,E7; E10,模型连续输出人物开场、行车、码头、城市与海滨景观，最后停在 13 s。,有效 reference 为 1.90–14.01 s，prediction union 为 0–13 s；末尾约 1.01 s 的人物自拍/收尾漏掉，开头约 1.90 s 未标人物镜头被纳入。另有一个 0–0 零时长 reference。,PRIMARY=M；组合=M+R,Boundary Refinement，特别检查视频末尾镜头；同时清理/审计零时长 reference。,HIGH,Recall=0.916；高表现对照之一。
qvh_000721_9x16,boundary_or_difficult,/root/autodl-tmp/datasets/qvhighlights/baseline_20/fQL4I1-5D4k_60.0_210.0.mp4,25,534x300,15.76,"[0.000, 0.120]; [1.880, 5.120]; [6.880, 10.120]; [11.880, 15.040]","[0.000, 2.000]; [2.000, 7.000]; [7.000, 12.000]; [12.000, 15.760]",4,4,4,0.6192893401015227,1,0.7648902821316613,0.6192893401015228,1,6.000000000000002,0,后 3 组约晚 +0.12 s,前三组约拖后 +1.88 s；末组 +0.72 s,NO；4 raw → 4 final,NO,E8,E5; E11,模型按四组人物车辆卡片以 0.75/0.85 分切段，但把转场一并纳入。,reference 对应四张信息卡主体；prediction 也找到四组，但按 0–2/2–7/7–12/12–15.76 s 粗切，覆盖卡片间转场。,PRIMARY=M；组合=M+P,Boundary Refinement 对静态卡片出现/消失帧做收缩。,HIGH,结构对照样本。
qvh_000363_9x16,boundary_or_difficult,/root/autodl-tmp/datasets/qvhighlights/baseline_20/5ypSTZYixSc_210.0_360.0.mp4,25,534x300,25.44,"[0.760, 4.480]; [23.280, 25.000]","[0.000, 9.000]; [9.000, 18.000]; [18.000, 25.440]",2,3,3,0.21383647798742136,1,0.35233160621761656,0.21383647798742134,1,20,0,NOT_RELIABLY_MATCHED,NOT_RELIABLY_MATCHED,NO；3 raw → 3 final,NO,E1,E5; E11,中间 9–18 s 城市阳台景观仅因“显著视觉变化”得 0.75；18–25.44 s 整段烹饪也被保留。,reference 仅覆盖开头淘米/捞米约 0.76–4.48 s 与末尾加水约 23.28–25.00 s；中间长城市扫镜和烹饪准备未标，prediction 覆盖全片。,PRIMARY=P；组合=P+M,Prompt v1 排除无事件结果的环境建立镜头与普通连续步骤。,HIGH,boundary_or_difficult 中的显著反例。
qvh_000574_9x16,boundary_or_difficult,/root/autodl-tmp/datasets/qvhighlights/baseline_20/1G5bSIisZSA_210.0_360.0.mp4,29.97002997002997,534x300,31.398064731398065,"[0.000, 31.031]","[0.000, 5.000]; [5.000, 10.000]; [10.000, 15.000]; [15.000, 20.000]; [20.000, 30.000]; [25.000, 31.398]",1,6,6,0.9883093114177578,1,0.9941202867606619,0.9883093114177579,1,0.3670650000000002,0,0.00 s,+0.37 s,NO；6 raw → 6 final（chunk overlap 但 IoU 未触发合并）,NO,E12,无,模型以 0.72–0.85 分连续描述两个女孩进食和制作食物，覆盖整段。,reference 为 0–31.03 s，几乎覆盖全片；prediction 到 31.40 s，仅多约 0.37 s，视觉内容始终一致。,PRIMARY=R（仅解释约 0.37 s 端点差异；不视为模型主错误）,作为正对照保留，检查 Prompt 收紧后是否仍能保住连续完整事件。,HIGH,全体最佳，Precision=0.988。
qvh_000915_9x16,boundary_or_difficult,/root/autodl-tmp/datasets/qvhighlights/baseline_20/hgVHo7fv8cg_60.0_210.0.mp4,25,534x300,9.56,"[0.000, 1.360]","[0.000, 2.500]",1,1,1,0.544,1,0.7046632124352332,0.544,0.2615062761506276,1.14,0,0.00 s,+1.14 s,NO；1 raw → 1 final,NO,E3,E8,模型以 0.92 分定位 0–2.5 s 的金属碗展示。,reference 为 0–1.36 s，展示动作命中；1.36–2.5 s 人物已转入普通说话/放松状态，prediction 明显拖尾。,PRIMARY=M,Boundary Refinement 收紧动作完成点，并保留起点 Recall。,HIGH,短视频边界型错误。
